Software providor ID,Customer Type,Annual Charges ,Biggest market,Invoice generation,E invoice generation,Delivery challan Generation,E way bill generation,LR generation,Multi user compatibility,Multi tenant usability,Tasks management,Customization,Vehicle allocation,Inventory Management,Integrated Payment gatways,Logistics management,Customer management,User satisfied
I150162,ALL,60000,New Delhi,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes
I963590,SME,60000,Pune,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes
I240189,Large,25000,Kerala,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
I272274,SME,150000,Hyderabad,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
I723591,Large,25000,Bangalore,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes
I163454,ALL,60000,New Delhi,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No
I328240,ALL,150000,New Delhi,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No
I203651,Large,80000,New Delhi,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No
I185408,Large,150000,Madhya Pradesh,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No
I241309,ALL,200000,Mumbai,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes
I251261,Large,200000,Chennai,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No
I433930,SME,60000,Mumbai,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No
I174080,Large,200000,Chennai,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes
I524676,Large,150000,Jaipur,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
I181136,SME,200000,Jaipur,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No
I237149,Large,60000,Hyderabad,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes
I277180,SME,100000,New Delhi,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes
I196725,ALL,25000,Kerala,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes
I311676,ALL,200000,Bangalore,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No
I249079,SME,200000,Pune,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
I134394,ALL,80000,Bangalore,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes
I506939,Large,150000,Kerala,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No
I935981,ALL,200000,Bangalore,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No
I101498,Large,25000,Pune,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes
I338693,ALL,200000,Bangalore,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No
I168136,ALL,60000,Chennai,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No
I276247,SME,200000,Jaipur,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
I196353,Large,80000,Pune,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No
I172181,Large,80000,Kerala,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes
I222140,SME,60000,Bangalore,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No
I301956,Large,80000,Madhya Pradesh,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes
I237605,SME,100000,Kolkata,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No
I417968,ALL,200000,Pune,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
I320711,SME,25000,Mumbai,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes
I258166,SME,200000,Kerala,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No
I158397,ALL,150000,Mumbai,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No
I200483,Large,60000,Kerala,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes
I170420,Large,150000,Mumbai,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No
I275914,SME,100000,Chennai,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No
I207975,Large,100000,Bangalore,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No
I788511,ALL,200000,Hyderabad,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No
I165280,ALL,200000,Hyderabad,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes
I122299,SME,200000,Mumbai,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No
I114063,Large,80000,Kolkata,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No
I138250,SME,80000,Kolkata,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes
I255051,SME,150000,Kolkata,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No
I628793,Large,100000,Bangalore,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No
I898800,SME,150000,Chennai,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes
I805815,Large,150000,Bangalore,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No
I444618,SME,25000,Bangalore,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes
I261612,SME,200000,Chennai,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
I132810,Large,200000,Pune,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No
I324580,ALL,150000,Kerala,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No
I248347,SME,80000,Jaipur,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes
I225649,SME,80000,Chennai,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No
I140037,ALL,150000,New Delhi,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No
I368381,SME,80000,Hyderabad,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes
I180001,Large,80000,Jaipur,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No
I276145,Large,80000,Madhya Pradesh,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes
I280916,SME,200000,Chennai,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes
I608124,ALL,100000,Kolkata,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes
I197440,SME,200000,Jaipur,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes
I768388,ALL,100000,Kerala,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No
I189632,Large,60000,Bangalore,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
I218604,SME,150000,Hyderabad,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
I446163,ALL,100000,Hyderabad,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
I622287,SME,100000,Kerala,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No
I107128,Large,25000,Madhya Pradesh,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes
I204071,SME,25000,Jaipur,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes
I385732,SME,150000,Madhya Pradesh,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
I220969,SME,60000,Bangalore,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No
I747027,ALL,200000,New Delhi,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No
I398226,Large,150000,Mumbai,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes
I640716,ALL,60000,Madhya Pradesh,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No
I440215,Large,60000,Hyderabad,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes
I170077,SME,25000,Kerala,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No
I125131,Large,25000,Kerala,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes
I200124,Large,60000,Pune,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No
I284153,ALL,80000,Madhya Pradesh,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
I970616,SME,80000,Pune,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No
I201148,ALL,25000,Chennai,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
I146903,SME,60000,Chennai,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes
I324733,Large,200000,Chennai,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes
I156584,Large,60000,Jaipur,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No
I114778,Large,25000,Pune,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No
I281554,SME,150000,Pune,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
I543636,Large,100000,Madhya Pradesh,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No
I338298,SME,150000,Mumbai,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes
I283578,ALL,100000,Jaipur,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes
I122294,SME,100000,Kerala,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes
I329329,ALL,150000,Kolkata,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No
I190498,ALL,80000,Jaipur,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes
I804621,SME,100000,Hyderabad,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes
I426505,Large,60000,Chennai,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes
I280481,SME,80000,Hyderabad,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes
I269865,SME,150000,Jaipur,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes
I959426,Large,60000,New Delhi,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
I336330,ALL,60000,New Delhi,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes
I268445,ALL,200000,Madhya Pradesh,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No
I235832,SME,100000,Pune,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
I179793,SME,25000,Hyderabad,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
I138623,SME,150000,Pune,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No
I774543,SME,80000,Madhya Pradesh,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes
I970083,SME,60000,New Delhi,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes
I748699,ALL,150000,Madhya Pradesh,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No
I285669,SME,100000,Madhya Pradesh,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No
I286865,Large,25000,New Delhi,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes
I118939,Large,150000,New Delhi,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No
I146842,ALL,100000,Bangalore,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes
I159282,SME,150000,Mumbai,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes
I164818,Large,100000,Kerala,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
I309581,SME,150000,Pune,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No
I380998,Large,25000,Kerala,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No
I899781,SME,100000,Jaipur,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No
I149577,ALL,150000,Kerala,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No
I100913,Large,80000,Kolkata,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes
I244716,Large,150000,Pune,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes
I241340,SME,150000,New Delhi,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No
I409543,SME,80000,Chennai,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes
I189444,ALL,100000,Kerala,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes
I196801,SME,60000,Bangalore,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
I332282,Large,100000,Hyderabad,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No
I136365,ALL,100000,Madhya Pradesh,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
I117894,SME,150000,Hyderabad,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No
I126263,ALL,25000,Madhya Pradesh,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes
I251750,SME,150000,Bangalore,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
I113619,ALL,200000,Mumbai,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes
I311893,SME,25000,New Delhi,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
I166773,Large,60000,Bangalore,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes
I489828,ALL,60000,Kerala,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
I203466,SME,200000,New Delhi,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No
I299228,Large,25000,Bangalore,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes
I230071,Large,60000,Hyderabad,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes
I231324,SME,80000,Madhya Pradesh,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes
I238705,Large,80000,Hyderabad,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
I322039,ALL,150000,Madhya Pradesh,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
I157916,SME,80000,Hyderabad,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes
I447537,SME,80000,Kerala,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No
I249590,ALL,150000,Pune,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes
I628195,SME,150000,Kerala,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes
I221725,Large,80000,Mumbai,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes
I217863,SME,200000,Pune,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes
I299184,Large,25000,Madhya Pradesh,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No
I291834,Large,25000,Kerala,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No
I319534,ALL,200000,Jaipur,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
I137311,SME,150000,Chennai,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No
I292328,SME,60000,Madhya Pradesh,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
I171855,SME,80000,Mumbai,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes
I694829,ALL,200000,Kolkata,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
I265936,SME,200000,Pune,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes
I559527,Large,60000,Chennai,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
I107874,ALL,80000,New Delhi,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No
I149605,SME,150000,Chennai,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No
I939537,Large,25000,Chennai,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes
I226576,SME,60000,Mumbai,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes
I690538,SME,100000,New Delhi,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
I291985,Large,60000,Mumbai,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No
I257015,Large,100000,Kerala,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes
I154715,SME,60000,Bangalore,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No
I716103,Large,150000,Kolkata,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No
I494555,ALL,200000,Mumbai,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes
I298368,Large,25000,Madhya Pradesh,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes
I961386,Large,80000,New Delhi,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No
I101574,Large,80000,Pune,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No
I322693,SME,200000,New Delhi,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes
I181203,Large,60000,Madhya Pradesh,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
I787950,SME,100000,Kerala,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes
I140509,SME,25000,Jaipur,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No
I299442,ALL,60000,Jaipur,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
I189782,Large,100000,Kerala,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
I260951,SME,25000,Madhya Pradesh,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
I264968,ALL,80000,Hyderabad,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No
I281883,Large,25000,Madhya Pradesh,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No
I197507,Large,25000,Kolkata,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes
I242635,ALL,150000,Jaipur,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No
I305562,Large,150000,Chennai,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes
I315234,Large,200000,Kolkata,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
I179913,ALL,150000,Bangalore,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No
I973475,SME,80000,New Delhi,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes
I229558,SME,80000,Kerala,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No
I161176,SME,150000,Madhya Pradesh,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
I201483,ALL,100000,Kolkata,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes
I327161,ALL,60000,Mumbai,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
I163270,ALL,100000,Jaipur,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No
I157723,Large,200000,Madhya Pradesh,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes
I291883,SME,200000,Chennai,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No
I213136,Large,100000,Chennai,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes
I169486,ALL,80000,Madhya Pradesh,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes
I877536,SME,60000,Hyderabad,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes
I532517,SME,25000,Madhya Pradesh,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes
I251265,Large,80000,Pune,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes
I344351,SME,200000,New Delhi,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes
I136727,ALL,150000,Mumbai,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No
I655337,SME,100000,Mumbai,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes
I110964,Large,60000,Kolkata,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No
I837523,ALL,25000,Pune,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes
I158686,SME,100000,New Delhi,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No
I258676,SME,60000,Jaipur,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No
I296754,ALL,25000,New Delhi,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes
I287848,SME,25000,Chennai,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No
I197564,ALL,200000,Kerala,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No
I143635,ALL,100000,Pune,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No
I482358,SME,80000,Mumbai,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No
I338944,SME,80000,Madhya Pradesh,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No
I270205,ALL,150000,Bangalore,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes
I182137,ALL,150000,Pune,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
I998390,Large,60000,Bangalore,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes
I300639,SME,150000,Hyderabad,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
I335491,Large,60000,Kolkata,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No
I121784,SME,200000,Hyderabad,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No
I143641,Large,150000,Pune,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
I196397,ALL,150000,Bangalore,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No
I250641,Large,150000,Pune,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No
I190855,Large,200000,Hyderabad,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes
I708139,Large,80000,Chennai,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
I168761,SME,60000,Pune,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No
I233297,ALL,150000,Mumbai,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No
I321109,ALL,25000,Bangalore,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes
I300147,Large,60000,Kolkata,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
I874079,Large,150000,Jaipur,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes
I497863,Large,200000,Kolkata,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes
I170108,SME,25000,Kolkata,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No
I259449,ALL,100000,Kerala,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes
I175961,SME,200000,Jaipur,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes
